{orderID=0 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=1, order='iphone 12', Coordinaten_DMS='52° 22.693040922255676, 4° 53.008371869834576', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120700.0 ||| Y= 487936.0', Coordinaten_DECIMAL='X= 52.37821734870426 ||| Y= 4.883472864497243'}
{orderID=1 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=1, order='iphone 12', Coordinaten_DMS='52° 22.693040922255676, 4° 53.008371869834576', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120700.0 ||| Y= 487936.0', Coordinaten_DECIMAL='X= 52.37821734870426 ||| Y= 4.883472864497243'}
{orderID=2 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=1, order='iphone 12', Coordinaten_DMS='52° 22.693040922255676, 4° 53.008371869834576', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120700.0 ||| Y= 487936.0', Coordinaten_DECIMAL='X= 52.37821734870426 ||| Y= 4.883472864497243'}
{orderID=3 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=3, order='iphone 12', Coordinaten_DMS='52° 22.690355985523638, 4° 53.01104589537631', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120703.0 ||| Y= 487931.0', Coordinaten_DECIMAL='X= 52.37817259975873 ||| Y= 4.883517431589605'}
{orderID=4 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=3, order='iphone 12', Coordinaten_DMS='52° 22.690355985523638, 4° 53.01104589537631', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120703.0 ||| Y= 487931.0', Coordinaten_DECIMAL='X= 52.37817259975873 ||| Y= 4.883517431589605'}
{orderID=5 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 22.68765980439099, 4° 53.01107651690701', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120703.0 ||| Y= 487926.0', Coordinaten_DECIMAL='X= 52.37812766340652 ||| Y= 4.88351794194845'}
{orderID=6 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 22.68765980439099, 4° 53.01107651690701', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120703.0 ||| Y= 487926.0', Coordinaten_DECIMAL='X= 52.37812766340652 ||| Y= 4.88351794194845'}
{orderID=7 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=7, order='iphone 12', Coordinaten_DMS='52° 22.685510355143492, 4° 53.01286327838669', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120705.0 ||| Y= 487922.0', Coordinaten_DECIMAL='X= 52.37809183925239 ||| Y= 4.883547721306445'}
{orderID=8 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=7, order='iphone 12', Coordinaten_DMS='52° 22.685510355143492, 4° 53.01286327838669', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120705.0 ||| Y= 487922.0', Coordinaten_DECIMAL='X= 52.37809183925239 ||| Y= 4.883547721306445'}
{orderID=9 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=17, order='iphone 12', Coordinaten_DMS='52° 22.683368400221582, 4° 53.0164122998749', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120709.0 ||| Y= 487918.0', Coordinaten_DECIMAL='X= 52.37805614000369 ||| Y= 4.883606871664582'}
{orderID=10 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=18, order='iphone 12', Coordinaten_DMS='52° 22.67793106253535, 4° 53.005899975978195', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120697.0 ||| Y= 487908.0', Coordinaten_DECIMAL='X= 52.37796551770892 ||| Y= 4.883431666266303'}
{orderID=11 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=18, order='iphone 12', Coordinaten_DMS='52° 22.67793106253535, 4° 53.005899975978195', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120697.0 ||| Y= 487908.0', Coordinaten_DECIMAL='X= 52.37796551770892 ||| Y= 4.883431666266303'}
{orderID=12 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=19, order='iphone 12', Coordinaten_DMS='52° 22.682297422087032, 4° 53.01818680847582', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120711.0 ||| Y= 487916.0', Coordinaten_DECIMAL='X= 52.37803829036812 ||| Y= 4.88363644680793'}
{orderID=13 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=21, order='iphone 12', Coordinaten_DMS='52° 22.68121145524205, 4° 53.01643679267027', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120709.0 ||| Y= 487914.0', Coordinaten_DECIMAL='X= 52.3780201909207 ||| Y= 4.883607279877838'}
{orderID=14 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=23, order='iphone 12', Coordinaten_DMS='52° 22.683383388498868, 4° 53.0199368257102', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120713.0 ||| Y= 487918.0', Coordinaten_DECIMAL='X= 52.378056389808314 ||| Y= 4.883665613761837'}
{orderID=15 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=25, order='iphone 12', Coordinaten_DMS='52° 22.67420887827214, 4° 53.01827865077912', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120711.0 ||| Y= 487901.0', Coordinaten_DECIMAL='X= 52.377903481304536 ||| Y= 4.8836379775129855'}
{orderID=16 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=26, order='iphone 12', Coordinaten_DMS='52° 22.676317102339993, 4° 53.006799481021396', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120698.0 ||| Y= 487905.0', Coordinaten_DECIMAL='X= 52.37793861837233 ||| Y= 4.883446658017023'}
{orderID=17 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=27, order='iphone 12', Coordinaten_DMS='52° 22.67850777921808, 4° 53.01470514891452', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120707.0 ||| Y= 487909.0', Coordinaten_DECIMAL='X= 52.377975129653635 ||| Y= 4.883578419148575'}
{orderID=18 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=28, order='iphone 12', Coordinaten_DMS='52° 22.67630585641527, 4° 53.00415609373463', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120695.0 ||| Y= 487905.0', Coordinaten_DECIMAL='X= 52.377938430940254 ||| Y= 4.883402601562244'}
{orderID=19 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=29, order='iphone 12', Coordinaten_DMS='52° 22.677433054157774, 4° 53.01559852546512', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120708.0 ||| Y= 487907.0', Coordinaten_DECIMAL='X= 52.377957217569296 ||| Y= 4.883593308757752'}
{orderID=20 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=30, order='iphone 12', Coordinaten_DMS='52° 22.67468814768435, 4° 53.00417447072533', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120695.0 ||| Y= 487902.0', Coordinaten_DECIMAL='X= 52.37791146912807 ||| Y= 4.883402907845422'}
{orderID=21 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=31, order='iphone 12', Coordinaten_DMS='52° 22.676358328979802, 4° 53.01649190129279', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120709.0 ||| Y= 487905.0', Coordinaten_DECIMAL='X= 52.377939305483 ||| Y= 4.88360819835488'}
{orderID=22 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=32, order='iphone 12', Coordinaten_DMS='52° 22.673617172575007, 4° 53.00594897844044', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120697.0 ||| Y= 487900.0', Coordinaten_DECIMAL='X= 52.37789361954292 ||| Y= 4.8834324829740074'}
{orderID=23 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=33, order='iphone 12', Coordinaten_DMS='52° 22.67527985646595, 4° 53.016504147621916', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120709.0 ||| Y= 487903.0', Coordinaten_DECIMAL='X= 52.3779213309411 ||| Y= 4.883608402460365'}
{orderID=24 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=34, order='iphone 12', Coordinaten_DMS='52° 22.674167654080293, 4° 53.008586238303366', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120700.0 ||| Y= 487901.0', Coordinaten_DECIMAL='X= 52.37790279423467 ||| Y= 4.883476437305056'}
{orderID=25 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=35, order='iphone 12', Coordinaten_DMS='52° 22.67420513116477, 4° 53.01739752235797', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120710.0 ||| Y= 487901.0', Coordinaten_DECIMAL='X= 52.377903418852746 ||| Y= 4.8836232920392995'}
{orderID=26 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=36, order='iphone 12', Coordinaten_DMS='52° 22.670935984750713, 4° 53.009504114153465', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120701.0 ||| Y= 487895.0', Coordinaten_DECIMAL='X= 52.37784893307918 ||| Y= 4.883491735235891'}
{orderID=27 naam=' dummy', straatnaam='Eerste Anjeliersdwarsstraat', postcode='1015NR', huisnummer=37, order='iphone 12', Coordinaten_DMS='52° 22.673130405746775, 4° 53.01829089637103', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 120711.0 ||| Y= 487899.0', Coordinaten_DECIMAL='X= 52.377885506762446 ||| Y= 4.883638181606184'}
{orderID=28 naam=' dummy', straatnaam='Baden Powellweg', postcode='1069LK', huisnummer=98, order='iphone 12', Coordinaten_DMS='52° 21.358165015272306, 4° 47.506581416378246', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 114436.0 ||| Y= 485508.0', Coordinaten_DECIMAL='X= 52.355969416921205 ||| Y= 4.791776356939637'}
